Zipcode,Order#,City,State
48377,"[2824538782, 3020387529, 2979631111, 2979631111, 2979631111, 2997331736, 2997331736]","['NOVI', 'NOVI', 'NOVI', 'NOVI', 'NOVI', 'NOVI', 'NOVI']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48380,[2925694340],['MILFORD'],['MI']
48381,"[2833396411, 2975900681, 3022465648, 3021671355, 3021671355, 3021671355, 3018162177, 2992716114]","['MILFORD', 'MILFORD', 'MILFORD', 'MILFORD', 'MILFORD', 'MILFORD', 'MILFORD', 'MILFORD']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48382,"[3022432068, 3022276257, 2820723626, 2889986655, 2889986655, 2883475438]","['COMMERCE TOWNSHIP', 'COMMERCE TOWNSHIP', 'COMMERCE CHARTER TOWNSHIP', 'COMMERCE TOWNSHIP', 'COMMERCE TOWNSHIP', 'COMMERCE TOWNSHIP']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48383,"[3017114317, 3017114317]","['WHITE LAKE', 'WHITE LAKE']","['MI', 'MI']"
48386,"[2804871054, 2804871054, 2937828534]","['WHITE LAKE', 'WHITE LAKE', 'WHITE LAKE']","['MI', 'MI', 'MI']"
48390,"[2984913852, 2984913852, 2984913852, 2984913852, 2516282780, 2516282780, 2516282780, 2516282780]","['WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE', 'WALLED LAKE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48393,"[2838828594, 2960377767, 2960377767, 2960377767, 2960377767, 2288333967, 3020264978]","['WIXOM', 'WIXOM', 'WIXOM', 'WIXOM', 'WIXOM', 'WIXOM', 'WIXOM']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48412,"[2837528802, 2837528802]","['ATTICA', 'ATTICA']","['MI', 'MI']"
48414,[2949456964],['BANCROFT'],['MI']
48415,"[3021093087, 2815628952, 2815628952, 2824160883]","['BIRCH RUN', 'BIRCH RUN', 'BIRCH RUN', 'BIRCH RUN']","['MI', 'MI', 'MI', 'MI']"
48416,"[2875174878, 3017321860, 2902870519]","['BROWN CITY', 'BROWN CITY', 'BROWN CITY']","['MI', 'MI', 'MI']"
48417,"[2909847221, 2909847221, 2909847221, 2909847221, 2909847221, 2909847221, 2909847221, 2909847221]","['BURT', 'BURT', 'BURT', 'BURT', 'BURT', 'BURT', 'BURT', 'BURT']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48419,[2908903439],['CARSONVILLE'],['MI']
48420,"[3023337383, 2302585892, 2203818107]","['CLIO', 'CLIO', 'CLIO']","['MI', 'MI', 'MI']"
48421,"[3024003680, 2871945581, 2922957381]","['COLUMBIAVILLE', 'COLUMBIAVILLE', 'COLUMBIAVILLE']","['MI', 'MI', 'MI']"
48422,[2922497253],['CROSWELL'],['MI']
48423,"[2891169607, 2891169607, 2905338399, 2905338399, 2905338399, 2905338399, 2905338399, 3004905110, 3004905110, 3022135880, 2956814910, 3022600382, 3022600328, 3022600328, 3022600328, 3011480969, 2357686711, 2357686711, 3018086369, 3018086369, 3017342660, 3017342660, 3017342660, 3017342660, 3017342660, 3017342660, 3017342660, 2933904683, 2933904683, 2880940314, 2849285832, 2965072874]","['DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'Davison', 'Davison', 'Davison', 'Davison', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON', 'DAVISON']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48430,"[1522847463, 3014145596, 3014145596, 3014145596, 3014145596, 2700419171, 2854287754, 2994978921, 3020726926, 2962621325]","['FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON', 'FENTON']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48433,"[2469074951, 2469074951, 2469074951, 575711617, 2866367390, 2866367390, 2866367390, 2866367390, 3021812493, 3021812493, 3010018955, 3010018955, 3018955838]","['FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING', 'FLUSHING']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48436,[3008779735],['GAINES'],['MI']
48438,"[2864876660, 1786758118, 2828063315, 2828063315]","['GOODRICH', 'GOODRICH', 'GOODRICH', 'GOODRICH']","['MI', 'MI', 'MI', 'MI']"
48439,"[3024490633, 3024266688, 2872907196, 2872907196, 2872907196, 3000993347, 3000993347, 3022359528, 3022137300, 1337254860, 2881590987, 2881590987, 2881590987, 2881590987, 2881590987, 2753248944, 2753248944, 2876002117, 2822474962, 2822474962, 2822474962, 2822474962, 2008090600, 2973141470, 2938241295]","['GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'Grand Blanc', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC', 'GRAND BLANC']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48441,"[2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2854389039, 2975425101, 2975425101, 2975425101, 2975425101, 2996004611]","['HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH', 'HARBOR BEACH']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48442,"[2894130279, 2820658912, 2931258890, 2899129762, 2280541225, 2933874271]","['HOLLY', 'HOLLY', 'HOLLY', 'HOLLY', 'HOLLY', 'HOLLY']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48444,[3016309424],['IMLAY CITY'],['MI']
48446,"[3022246028, 3022246028, 3022246028, 3019007489, 3019007489, 3019007489, 3019619263, 2929204511, 2929204511, 2929204511, 2929204511, 2929204511, 2929204511, 2449926989, 2449926989]","['LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER', 'LAPEER']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48449,"[3019110009, 3019110009, 3019110009]","['LENNON', 'LENNON', 'LENNON']","['MI', 'MI', 'MI']"
48450,"[3023614315, 3023614315, 3023614315, 3023614315, 3023614315, 2590616138, 3017022690]","['LEXINGTON', 'LEXINGTON', 'LEXINGTON', 'LEXINGTON', 'LEXINGTON', 'LEXINGTON', 'LEXINGTON']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48451,"[2898322979, 2963833531, 2474300547, 2474300547, 2474300547, 2474300547, 2474300547, 3015459330, 2873397761, 2873397761, 3012001023]","['LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN', 'LINDEN']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48455,"[2897762865, 3022657165, 2870715098, 3020104417]","['METAMORA', 'METAMORA', 'METAMORA', 'METAMORA']","['MI', 'MI', 'MI', 'MI']"
48456,[3021358516],['MINDEN CITY'],['MI']
48457,"[2785734005, 3022344161, 2894794806, 2894794806, 3003165383]","['MONTROSE', 'MONTROSE', 'MONTROSE', 'MONTROSE', 'MONTROSE']","['MI', 'MI', 'MI', 'MI', 'MI']"
48458,"[3023217959, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136, 2360655136]","['MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS', 'MOUNT MORRIS']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48462,[3022810628],['ORTONVILLE'],['MI']
48463,[3023202937],['OTISVILLE'],['MI']
48466,"[2975427365, 2975427365]","['PECK', 'PECK']","['MI', 'MI']"
48467,"[3020636058, 3020579335]","['PORT AUSTIN', 'PORT AUSTIN']","['MI', 'MI']"
48471,"[2868290589, 3021819953, 2978607606, 2978607606]","['SANDUSKY', 'SANDUSKY', 'SANDUSKY', 'SANDUSKY']","['MI', 'MI', 'MI', 'MI']"
48473,"[2875973145, 2896961989, 2822147592, 2822147592, 2825221112, 3006532135]","['SWARTZ CREEK', 'SWARTZ CREEK', 'SWARTZ CREEK', 'SWARTZ CREEK', 'SWARTZ CREEK', 'SWARTZ CREEK']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48503,"[2984537500, 2984537500, 2984537500, 3022535453, 3022535453, 3022307854, 3022307854, 3022307854, 3022307854, 3020892652, 2873597721, 2913327308]","['FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48504,"[2904926228, 3003175331]","['FLINT', 'FLINT']","['MI', 'MI']"
48505,[2976550313],['FLINT'],['MI']
48506,[3019349905],['FLINT'],['MI']
48507,"[2964235754, 2964235754, 2964235754, 2964235754, 2964235754, 2964235754, 2964235754, 2854785470, 2854785470, 2810279933, 2810279933, 2988114631, 2988114631]","['FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48509,"[2882641506, 2882641506]","['BURTON', 'BURTON']","['MI', 'MI']"
48519,[2995488534],['BURTON'],['MI']
48529,[3018800488],['BURTON'],['MI']
48532,"[3021856384, 3021119433, 3021119433, 3021119433, 3021119433, 3021119433, 3021119433, 3021119433, 3021119433, 3012260031]","['FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT', 'FLINT']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48601,[2994762331],['SAGINAW'],['MI']
48602,"[3022831111, 2740855559]","['SAGINAW', 'SAGINAW']","['MI', 'MI']"
48603,"[2793918840, 2793918840, 2793918840, 2940431987, 2940431987, 2940149730, 2940149730, 3005462204, 2873480557, 2911540606, 3004357956]","['SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48604,"[2908052827, 2908052827, 2908052827, 2908052827, 2908052827, 3021554001, 2880081843, 2822565275]","['SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48609,"[3023566656, 2863489812, 2863489812, 2863489812, 2863489812, 3022042144, 3022042144, 3021707346, 3013511006]","['SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW', 'SAGINAW']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48610,"[2753140393, 2904299746]","['ALGER', 'ALGER']","['MI', 'MI']"
48611,"[3024403691, 3014615090, 2905918926, 2905918926]","['AUBURN', 'AUBURN', 'AUBURN', 'AUBURN']","['MI', 'MI', 'MI', 'MI']"
48612,"[3023329350, 3020225649, 3018302932, 3018302932, 3018302932]","['BEAVERTON', 'BEAVERTON', 'BEAVERTON', 'BEAVERTON', 'BEAVERTON']","['MI', 'MI', 'MI', 'MI', 'MI']"
48614,[2991788405],['BRANT'],['MI']
48616,"[2869748968, 2893543881, 2893543881, 2920845916]","['CHESANING', 'CHESANING', 'CHESANING', 'CHESANING']","['MI', 'MI', 'MI', 'MI']"
48617,[3019946652],['CLARE'],['MI']
48618,"[2876154580, 2876154580, 2876154580]","['COLEMAN', 'COLEMAN', 'COLEMAN']","['MI', 'MI', 'MI']"
48619,[2906969835],['COMINS'],['MI']
48622,"[2783607231, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388, 2880609388]","['FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL', 'FARWELL']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48623,"[2966208067, 2966208067, 2966208067, 2966222415, 2966222415]","['FREELAND', 'FREELAND', 'FREELAND', 'FREELAND', 'FREELAND']","['MI', 'MI', 'MI', 'MI', 'MI']"
48624,"[2575279166, 3011727113, 3021072559, 3022475108, 2148292915, 3020980628, 2792967670, 3017887507, 2957435646, 2963084091]","['GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN', 'GLADWIN']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48625,"[2884987038, 2884987038, 2884987038, 2884987038, 2881670727, 3019184707, 3019184707, 3019184707, 3019184707]","['HARRISON', 'HARRISON', 'HARRISON', 'HARRISON', 'HARRISON', 'HARRISON', 'HARRISON', 'HARRISON', 'HARRISON']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48626,"[2902976396, 2902976396]","['HEMLOCK', 'HEMLOCK']","['MI', 'MI']"
48627,[2834924882],['HIGGINS LAKE'],['MI']
48628,"[2872554809, 2872554809, 2872554809, 2872554809]","['HOPE', 'HOPE', 'HOPE', 'HOPE']","['MI', 'MI', 'MI', 'MI']"
48631,[3014071800],['KAWKAWLIN'],['MI']
48634,"[3022787565, 3022787565, 3022787565]","['LINWOOD', 'LINWOOD', 'LINWOOD']","['MI', 'MI', 'MI']"
48637,"[2793356039, 2793356039]","['MERRILL', 'MERRILL']","['MI', 'MI']"
48638,"[3024287059, 2902467857]","['SAGINAW', 'SAGINAW']","['MI', 'MI']"
48640,"[3022802436, 3022802436, 2966640650, 2966640650, 2966640650, 2966640650, 2966640650, 2966640650, 2946714650, 2946714650, 2946714650, 2993738444, 2993738444, 3014952862, 3018374289, 2889543701]","['MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48642,"[3007195075, 3019969850, 2942231551, 2942231551, 3020615780, 2906015934, 2906015934, 3003561517]","['MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND', 'MIDLAND']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48649,[3011305458],['OAKLEY'],['MI']
48650,"[2182033081, 2182033081]","['PINCONNING', 'PINCONNING']","['MI', 'MI']"
48651,[3011548826],['PRUDENVILLE'],['MI']
48652,"[2899325552, 2899325552]","['RHODES', 'RHODES']","['MI', 'MI']"
48653,[2764294773],['ROSCOMMON'],['MI']
48654,[664095318],['ROSE CITY'],['MI']
48655,"[2898960325, 2670254162, 2670254162, 2670254162, 2670254162, 2670254162, 2670254162, 3018067857, 3018067857, 3018067857, 3018067857]","['ST CHARLES', 'SAINT CHARLES', 'SAINT CHARLES', 'SAINT CHARLES', 'SAINT CHARLES', 'SAINT CHARLES', 'SAINT CHARLES', 'ST.CHARLES', 'ST.CHARLES', 'ST.CHARLES', 'ST.CHARLES']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48657,"[3019472774, 2984012670, 2984012670, 2984012670, 2951498262, 3020349676]","['SANFORD', 'SANFORD', 'SANFORD', 'SANFORD', 'SANFORD', 'SANFORD']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48658,"[2990367381, 2351609172]","['STANDISH', 'STANDISH']","['MI', 'MI']"
48661,[3010357143],['WEST BRANCH'],['MI']
48674,"[3017031946, 2881826041]","['MIDLAND', 'MIDLAND']","['MI', 'MI']"
48701,[3018086904],['AKRON'],['MI']
48703,"[2977340431, 2977340431, 2977340431, 2908408683, 2908408683, 2908408683, 2908408683]","['AU GRES', 'AU GRES', 'AU GRES', 'AU GRES', 'AU GRES', 'AU GRES', 'AU GRES']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48706,"[2808200031, 2723181889, 3022774475, 2845020295, 3021234875, 3022349190, 2888639281, 2888639281, 2888639281, 2888639281, 3019403694, 3019403694, 3019403694, 3019403694, 3019403694, 2906896793, 2906896793, 2906896793, 2876230242, 3019282053, 2947351878]","['BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48708,"[3001968767, 2881143557, 2881143557, 3021528592]","['BAY CITY', 'BAY CITY', 'BAY CITY', 'BAY CITY']","['MI', 'MI', 'MI', 'MI']"
48710,[3023961969],['UNIVERSITY CENTER'],['MI']
48720,"[3024242880, 2502620620]","['BAY PORT', 'BAY PORT']","['MI', 'MI']"
48722,[3022785776],['BRIDGEPORT'],['MI']
48723,"[2892621010, 2892621010, 3022464132, 2891480359, 2891480359, 2891480359, 2891480359, 2891480359, 2909276538]","['CARO', 'CARO', 'CARO', 'CARO', 'CARO', 'CARO', 'CARO', 'CARO', 'CARO']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48725,[2844436316],['CASEVILLE'],['MI']
48730,"[2963230950, 3006126711]","['EAST TAWAS', 'EAST TAWAS']","['MI', 'MI']"
48731,"[2826714308, 2826714308]","['ELKTON', 'ELKTON']","['MI', 'MI']"
48732,"[2846201869, 2846201869]","['ESSEXVILLE', 'ESSEXVILLE']","['MI', 'MI']"
48733,"[2779701787, 2779701787, 2779701787, 2779701787, 2779701787, 2779701787, 2779701787]","['FAIRGROVE', 'FAIRGROVE', 'FAIRGROVE', 'FAIRGROVE', 'FAIRGROVE', 'FAIRGROVE', 'FAIRGROVE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48734,"[2759857382, 2759857382, 2759857382, 3022496394, 3017070838]","['FRANKENMUTH', 'FRANKENMUTH', 'FRANKENMUTH', 'FRANKENMUTH', 'FRANKENMUTH']","['MI', 'MI', 'MI', 'MI', 'MI']"
48738,"[2987665841, 2747060020, 2747060020]","['GREENBUSH', 'GREENBUSH', 'GREENBUSH']","['MI', 'MI', 'MI']"
48739,"[2881444390, 2881444390, 2881444390, 2881444390, 2881444390, 2881444390, 2881444390, 2881444390, 2881444390, 2990946967]","['HALE', 'HALE', 'HALE', 'HALE', 'HALE', 'HALE', 'HALE', 'HALE', 'HALE', 'HALE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48740,"[3017211844, 3017211844, 3017211844, 3017211844, 3017211844, 3017211844, 3017857564, 2973283887]","['HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE', 'HARRISVILLE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48744,[3009457322],['MAYVILLE'],['MI']
48746,"[3024333491, 2758224419]","['MILLINGTON', 'MILLINGTON']","['MI', 'MI']"
48748,"[2911921242, 2911921242]","['NATIONAL CITY', 'NATIONAL CITY']","['MI', 'MI']"
48749,"[2793626027, 2793626027]","['OMER', 'OMER']","['MI', 'MI']"
48750,"[2809945222, 2809945222, 2809945222, 2809945222, 3021981060]","['OSCODA', 'OSCODA', 'OSCODA', 'OSCODA', 'OSCODA']","['MI', 'MI', 'MI', 'MI', 'MI']"
48755,"[3022774304, 3022267713, 2977952079, 2977952079, 3021501629, 2903506535, 2903506535, 2903506535, 2990520933]","['PIGEON', 'SAND POINT', 'PIGEON', 'PIGEON', 'PIGEON', 'PIGEON', 'PIGEON', 'PIGEON', 'PIGEON']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48757,"[3024012508, 2876858517, 3022794137, 3003220175, 3003220175, 3003220175, 3003220175, 2975862205]","['REESE', 'REESE', 'REESE', 'REESE', 'REESE', 'REESE', 'REESE', 'REESE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48759,"[2897266199, 2897266199, 2897266199, 2897266199, 2932361090, 2932361090, 2561498584, 2561498584]","['SEBEWAING', 'SEBEWAING', 'SEBEWAING', 'SEBEWAING', 'SEBEWAING', 'SEBEWAING', 'SEBEWAING', 'SEBEWAING']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48761,"[2959509857, 2959509857, 2959509857]","['SOUTH BRANCH', 'SOUTH BRANCH', 'SOUTH BRANCH']","['MI', 'MI', 'MI']"
48763,"[2875258652, 2875258652, 2875258652, 2875258652, 2875258652, 2875258652, 2875258652, 2875258652, 3021714621, 3017268314]","['TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', 'TAWAS CITY', nan, 'TAWAS CITY']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48766,"[2964762521, 2964762521, 2964762521, 2964762521, 1902780003]","['TWINING', 'TWINING', 'TWINING', 'TWINING', 'TWINING']","['MI', 'MI', 'MI', 'MI', 'MI']"
48767,"[2826181644, 2826181644, 2826181644, 2826181644, 2826181644, 2826181644, 2826181644, 3011921229, 2857426158]","['UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE', 'UNIONVILLE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48768,[2945769259],['VASSAR'],['MI']
48801,"[3024414050, 2894219638, 2894219638]","['ALMA', 'ALMA', 'ALMA']","['MI', 'MI', 'MI']"
48809,"[2857599238, 2857599238, 2795105679, 2795105679, 2795105679]","['BELDING', 'BELDING', 'BELDING', 'BELDING', 'BELDING']","['MI', 'MI', 'MI', 'MI', 'MI']"
48811,"[3017224823, 3017224823]","['CARSON CITY', 'CARSON CITY']","['MI', 'MI']"
48813,"[2752990461, 3017382243, 2931715395]","['CHARLOTTE', 'CHARLOTTE', 'CHARLOTTE']","['MI', 'MI', 'MI']"
48815,"[3022294567, 3022294558, 3022194660, 3022194605, 3021692227, 3021692227, 3021692227, 2506017904]","['CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE', 'CLARKSVILLE']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48818,"[3021208791, 3020484704]","['CRYSTAL', 'CRYSTAL']","['MI', 'MI']"
48819,"[2906045123, 2439257122]","['DANSVILLE', 'DANSVILLE']","['MI', 'MI']"
48820,"[3024147821, 3024147821, 3024147821, 3024147821, 3024147821, 3024147821, 2945626512, 2945626512, 2985783450, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2760822426, 2975651937]","['DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT', 'DEWITT']","['MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI']"
48821,[2913726198],['DIMONDALE'],['MI']
